pair_ID,relatedness_score
6,2.255903959274292
7,4.425520420074463
8,3.787926197052002
10,3.4645047187805176
11,3.380108594894409
13,1.7542941570281982
15,2.47273588180542
16,2.4290449619293213
17,2.646862506866455
19,3.0615041255950928
20,3.0207414627075195
21,3.699960708618164
22,3.736626148223877
23,3.7440273761749268
27,2.6724495887756348
29,3.3409478664398193
31,3.1135621070861816
32,3.8655872344970703
33,4.225374698638916
34,4.010671615600586
36,3.9878852367401123
37,5.234100818634033
38,3.261436700820923
39,4.075780391693115
41,4.043163776397705
43,4.198342323303223
46,3.9329795837402344
48,4.740763187408447
50,4.098337173461914
51,3.6676406860351562
52,4.376859188079834
53,4.118524551391602
54,4.5016045570373535
57,4.28358268737793
59,4.053126335144043
60,3.8364884853363037
61,3.834834098815918
63,3.8348255157470703
64,3.2440481185913086
66,5.212686061859131
67,3.3984711170196533
68,3.7482900619506836
69,3.926356792449951
71,3.835338830947876
74,3.364640712738037
75,3.059408187866211
76,2.724778652191162
80,3.8439745903015137
86,2.6527950763702393
89,3.178342342376709
92,3.3435277938842773
95,4.152314186096191
96,3.4578001499176025
101,3.0826408863067627
102,4.391757011413574
103,3.201523780822754
104,4.250752925872803
106,3.3267934322357178
108,3.39477276802063
109,2.5246238708496094
110,3.582845449447632
111,3.5271918773651123
114,3.290710210800171
115,3.697153091430664
118,3.873396396636963
121,3.1842448711395264
123,3.3691186904907227
125,3.215818166732788
128,3.2661218643188477
132,3.2844629287719727
134,3.252138376235962
135,3.6141223907470703
137,4.415929317474365
138,3.3110873699188232
142,3.171220541000366
143,2.492906332015991
144,4.164144515991211
145,3.287148952484131
147,3.4166183471679688
149,3.787663459777832
151,3.5413804054260254
152,2.955698251724243
153,3.759363889694214
154,2.8127119541168213
155,3.9032649993896484
156,3.1823549270629883
157,3.677021026611328
158,3.518183708190918
160,4.001972675323486
162,3.630009889602661
165,3.3459770679473877
166,3.7575910091400146
167,3.7998087406158447
168,3.101459503173828
169,4.070301532745361
171,4.332286834716797
172,4.044650554656982
174,4.226789474487305
175,3.9195892810821533
177,3.9260284900665283
178,3.368769884109497
179,3.4851338863372803
180,3.8845317363739014
181,2.7796132564544678
182,2.554863929748535
187,2.9915006160736084
189,2.298020839691162
190,2.975264072418213
191,4.11279296875
193,4.097829818725586
195,3.7763683795928955
196,3.8323893547058105
198,3.9664199352264404
199,3.9919588565826416
203,3.5742812156677246
204,4.398252487182617
206,3.2100343704223633
207,3.2159721851348877
208,3.7525477409362793
209,3.4186058044433594
210,3.38008189201355
212,4.034865379333496
213,4.423635005950928
214,4.3215155601501465
220,3.0907342433929443
221,3.4471664428710938
222,3.546708822250366
229,3.0848538875579834
230,2.5792653560638428
231,3.6830296516418457
235,3.1239423751831055
239,3.7090723514556885
242,3.4716339111328125
243,2.855363368988037
244,3.172433376312256
245,2.9050023555755615
246,2.6877026557922363
247,3.7389326095581055
250,3.2103919982910156
251,3.6397390365600586
252,3.8130152225494385
255,3.3005619049072266
261,4.127722263336182
262,3.6808159351348877
263,3.72015118598938
264,3.731846332550049
267,3.8782284259796143
268,3.664912462234497
270,3.5989041328430176
271,3.990773916244507
274,3.3064475059509277
275,3.0832626819610596
278,3.0251705646514893
281,2.97493052482605
282,3.5095157623291016
284,2.184786319732666
288,4.184529781341553
290,4.123970031738281
292,4.131866931915283
294,3.36515474319458
295,4.306332111358643
297,3.9739279747009277
298,3.283798933029175
299,3.924659252166748
300,3.33907151222229
306,3.8268468379974365
307,3.951725959777832
308,2.303497552871704
314,3.5352706909179688
316,4.157413482666016
318,3.6624131202697754
319,4.132501125335693
320,3.8597309589385986
321,3.9546892642974854
322,2.9562947750091553
324,3.190972328186035
325,3.112550735473633
326,3.3473117351531982
328,3.3118414878845215
330,3.3965437412261963
334,3.8917717933654785
336,3.861567258834839
337,3.557511329650879
343,3.422299861907959
345,3.5051002502441406
348,3.0097262859344482
349,3.735177516937256
350,3.151843309402466
352,3.4769210815429688
353,3.7028985023498535
355,3.1461002826690674
356,3.6685292720794678
357,3.0826618671417236
359,3.539592742919922
364,4.178652286529541
365,4.101083755493164
368,4.122068881988525
369,4.047125339508057
371,2.7047598361968994
376,4.142187595367432
383,4.011007308959961
385,3.3789310455322266
386,4.641858100891113
388,3.4822299480438232
389,3.5535671710968018
399,4.415901184082031
400,3.407130718231201
401,3.9499409198760986
405,3.1859984397888184
406,4.178873538970947
407,3.0499629974365234
408,4.008000373840332
411,3.1596827507019043
412,3.7068252563476562
414,5.127652645111084
416,3.3803179264068604
418,2.8204333782196045
419,3.3692996501922607
420,2.5749099254608154
421,3.1999077796936035
424,4.495115280151367
425,3.5380795001983643
426,4.189900875091553
429,3.7537128925323486
430,3.784433603286743
431,3.879391670227051
432,3.8090715408325195
433,2.2040255069732666
437,4.098458766937256
443,3.6064822673797607
444,3.928346872329712
445,3.9776389598846436
448,4.14818811416626
452,4.325054168701172
453,3.207000255584717
455,3.9041006565093994
456,2.776540994644165
458,3.1121320724487305
459,3.6212902069091797
460,3.8426923751831055
463,2.9765679836273193
464,3.3427348136901855
466,3.303997039794922
467,4.136480808258057
468,3.1087443828582764
469,3.5306363105773926
471,3.2884011268615723
472,3.4462661743164062
474,2.643822193145752
478,2.8198325634002686
479,3.783440113067627
480,2.8993585109710693
481,3.638404607772827
482,3.9129791259765625
483,3.715045213699341
487,4.395633220672607
488,4.012245178222656
490,4.153259754180908
492,3.3161373138427734
493,3.2546372413635254
495,3.6046204566955566
498,3.6595349311828613
501,3.6747982501983643
502,3.6350669860839844
503,3.035390853881836
504,2.638944387435913
509,3.8367345333099365
510,4.083526134490967
511,3.5670645236968994
512,3.3190293312072754
517,2.9830567836761475
518,3.028207540512085
519,2.760627269744873
521,3.6667470932006836
523,3.0677356719970703
525,4.339049816131592
532,3.6936349868774414
533,4.004142761230469
534,5.21382999420166
536,3.8735876083374023
537,3.744246244430542
539,4.4613800048828125
540,3.869579792022705
543,2.6973328590393066
544,3.651944160461426
546,3.950054168701172
547,3.593205213546753
549,3.80963397026062
553,4.031522750854492
554,4.069144248962402
558,3.771070718765259
559,3.4491372108459473
562,3.5195374488830566
563,3.995943307876587
566,3.9535508155822754
567,3.6624631881713867
569,2.742069721221924
571,3.0789713859558105
572,4.283386707305908
573,3.6528966426849365
574,2.9933598041534424
575,3.9502830505371094
576,4.355325222015381
577,4.194103240966797
578,2.8261866569519043
579,3.7576348781585693
580,3.3140995502471924
582,3.0262207984924316
583,4.4966511726379395
584,3.9795939922332764
585,3.295862913131714
589,3.265897274017334
590,4.03929328918457
591,2.9937663078308105
593,4.541623115539551
594,3.5631258487701416
595,3.794182300567627
596,2.85880446434021
598,3.939223527908325
600,3.351184844970703
602,3.897017478942871
607,3.017490863800049
608,2.9930856227874756
610,3.7425343990325928
612,3.7989163398742676
613,3.8598523139953613
614,3.536939859390259
615,3.2630507946014404
616,2.7260663509368896
618,2.9587483406066895
620,3.796909809112549
623,2.8628082275390625
624,2.816065788269043
627,4.133355617523193
633,3.324786901473999
635,4.195699691772461
636,3.53409481048584
639,3.8517887592315674
640,3.6683571338653564
642,3.346156358718872
644,3.277745008468628
652,4.612825393676758
654,3.6884961128234863
656,4.4847612380981445
658,4.863889217376709
659,3.7506327629089355
662,4.263543605804443
664,4.054614067077637
665,3.6388797760009766
666,3.328740119934082
667,3.1909923553466797
669,3.2704410552978516
670,3.0529332160949707
673,3.286674976348877
674,2.7436962127685547
675,3.159862756729126
677,3.857191801071167
681,3.6355650424957275
682,4.0288896560668945
683,3.756443500518799
684,4.462340831756592
686,3.832570791244507
688,4.357994556427002
694,3.5181572437286377
695,3.9656829833984375
700,3.7010157108306885
701,3.5631086826324463
705,2.789393901824951
706,2.7871861457824707
707,3.907902956008911
708,3.8410794734954834
710,2.7108383178710938
711,3.4209940433502197
712,3.700796127319336
713,3.455824136734009
714,3.6888387203216553
716,3.7873647212982178
719,3.4798150062561035
720,3.2931408882141113
721,3.1958670616149902
724,3.6471400260925293
726,3.4433629512786865
739,4.158005237579346
740,3.5935356616973877
742,3.6841814517974854
743,4.1574811935424805
744,4.036065101623535
750,4.046667575836182
751,3.1255576610565186
753,4.155704975128174
755,3.6182403564453125
756,3.987370491027832
758,3.834977865219116
763,3.5642759799957275
767,3.935023784637451
770,3.4342730045318604
771,3.465226650238037
773,2.8829705715179443
775,3.799532175064087
776,3.13962721824646
778,3.6743662357330322
779,3.3928918838500977
781,3.8008649349212646
782,2.776028633117676
786,4.067628383636475
787,3.913729667663574
788,4.072943210601807
790,3.5803256034851074
794,3.7463088035583496
795,3.0728185176849365
798,3.621901750564575
800,3.1642863750457764
801,3.8343029022216797
803,2.5937204360961914
805,2.5773253440856934
806,1.6306977272033691
807,3.188507556915283
808,3.144686460494995
809,2.7247536182403564
810,2.946132183074951
814,3.5392303466796875
815,2.5154528617858887
817,3.53696608543396
818,3.045788049697876
819,2.884988784790039
821,2.9575424194335938
823,3.4419314861297607
826,2.902836561203003
828,3.506477117538452
829,4.051235675811768
832,4.14602518081665
833,3.8250653743743896
834,3.979356527328491
835,3.325256109237671
837,4.323586463928223
838,3.9350526332855225
840,3.038904905319214
842,2.014287233352661
843,3.793488025665283
847,3.34588885307312
849,2.4509594440460205
850,3.1811890602111816
853,3.421365737915039
854,3.5921003818511963
856,4.265928745269775
861,3.9841842651367188
863,3.1811556816101074
865,3.6983468532562256
871,3.8356618881225586
875,4.573352336883545
877,3.1661155223846436
884,3.021304130554199
885,3.3421757221221924
886,3.274808168411255
890,4.340199947357178
891,2.985292911529541
894,3.6629559993743896
896,4.422098159790039
897,3.7844862937927246
900,2.6090190410614014
901,3.1184194087982178
903,3.686300277709961
905,3.4354872703552246
907,3.7381739616394043
911,2.8829710483551025
912,3.7020745277404785
914,4.102610111236572
916,3.6959054470062256
918,3.8101260662078857
919,4.1912102699279785
921,3.174534797668457
923,4.003352642059326
924,4.104915618896484
925,3.2679362297058105
926,3.8179681301116943
928,4.345568656921387
929,4.590366840362549
930,3.7521378993988037
934,4.784835338592529
937,3.072582721710205
938,3.277857542037964
939,2.7812087535858154
941,3.583097457885742
942,4.257770538330078
946,3.2793641090393066
951,4.000356674194336
952,3.824164867401123
954,3.1776857376098633
955,3.8947701454162598
958,3.5218119621276855
964,3.3093698024749756
965,3.578423500061035
966,4.287664413452148
968,2.604761838912964
969,4.0544047355651855
971,2.3029603958129883
972,4.649486541748047
974,2.805168628692627
976,2.9233648777008057
977,2.3524510860443115
981,3.263892412185669
982,3.143662929534912
983,2.505323886871338
986,3.050710678100586
990,3.613889217376709
992,3.7207448482513428
993,3.520157814025879
995,3.0916659832000732
997,4.097068786621094
999,2.8725504875183105
1001,3.8627054691314697
1003,4.933131694793701
1005,2.931016683578491
1006,3.401618242263794
1011,3.375908374786377
1012,3.6864004135131836
1013,2.511359930038452
1014,3.599975347518921
1015,3.4652445316314697
1017,3.7748584747314453
1020,3.678359270095825
1023,3.979175090789795
1024,3.2109768390655518
1025,3.5378899574279785
1027,4.301215648651123
1030,3.3638365268707275
1032,4.145507335662842
1034,3.4155826568603516
1035,3.82248854637146
1036,3.8449652194976807
1040,3.552341938018799
1041,4.026161193847656
1042,3.2465126514434814
1051,3.164884090423584
1056,4.263088703155518
1058,3.6083576679229736
1059,2.8839123249053955
1060,2.827171564102173
1062,3.259244918823242
1063,3.6717214584350586
1066,3.1570544242858887
1067,4.125169277191162
1070,3.5891692638397217
1071,4.214570999145508
1072,3.430750846862793
1073,3.6301889419555664
1075,3.365997552871704
1077,4.135561943054199
1078,3.374711275100708
1079,3.894717216491699
1081,4.039015293121338
1085,3.669804573059082
1086,4.015472412109375
1089,3.4109389781951904
1098,3.832075357437134
1100,3.076732873916626
1101,1.910872459411621
1103,2.2528083324432373
1106,2.3277266025543213
1107,2.142841339111328
1110,3.4141507148742676
1113,3.4800734519958496
1114,2.739394187927246
1116,2.543454647064209
1121,4.037739276885986
1123,4.578864574432373
1124,3.677718162536621
1126,3.986605405807495
1127,3.366774082183838
1130,3.2248973846435547
1131,3.4862847328186035
1132,3.258673906326294
1134,3.9639341831207275
1136,3.4889075756073
1138,3.4591293334960938
1139,3.146798610687256
1140,2.7939162254333496
1141,1.6997443437576294
1142,1.600806474685669
1143,1.5291919708251953
1144,3.130594253540039
1146,1.1511677503585815
1148,3.0919189453125
1150,3.0370426177978516
1151,2.0017805099487305
1152,3.7260782718658447
1156,3.0574021339416504
1158,4.080596923828125
1159,3.9266138076782227
1160,4.025881290435791
1163,4.671766757965088
1164,3.5354111194610596
1166,3.684406042098999
1168,3.3087165355682373
1171,2.6225178241729736
1172,3.957448720932007
1173,3.1238558292388916
1174,3.5683934688568115
1176,2.3397939205169678
1181,2.056452512741089
1183,1.3926650285720825
1185,3.694375991821289
1186,3.3799397945404053
1187,3.6691784858703613
1189,3.9267654418945312
1197,3.657058000564575
1198,3.806596517562866
1199,3.821012496948242
1201,3.7029287815093994
1203,3.5720696449279785
1204,3.8830881118774414
1208,3.9457578659057617
1209,3.2247185707092285
1210,3.9586684703826904
1211,3.131087064743042
1216,4.028379440307617
1217,4.219285011291504
1218,3.7811577320098877
1220,3.9965240955352783
1223,4.088672637939453
1224,3.3431386947631836
1225,2.5809078216552734
1226,2.951301097869873
1229,2.5352783203125
1231,2.484332323074341
1233,3.6944446563720703
1234,3.8151822090148926
1235,3.114227294921875
1238,3.429410696029663
1243,3.0709261894226074
1245,2.178948163986206
1247,2.7451841831207275
1250,3.0906429290771484
1252,2.891180992126465
1253,2.9382238388061523
1254,2.7375197410583496
1256,3.4596753120422363
1257,3.6823251247406006
1258,1.9953492879867554
1260,3.8058409690856934
1261,3.885162830352783
1262,3.58522629737854
1263,2.914736747741699
1264,3.326343297958374
1265,3.725529193878174
1267,4.143469333648682
1269,2.951303482055664
1272,2.414273262023926
1277,1.8166732788085938
1278,2.2784271240234375
1279,2.5064148902893066
1281,2.0928568840026855
1285,2.1418886184692383
1286,2.7778091430664062
1288,3.9673550128936768
1289,2.9316585063934326
1290,3.920620918273926
1295,3.482872486114502
1296,3.8585526943206787
1298,4.019564151763916
1299,3.2204530239105225
1300,1.0384942293167114
1301,1.8618853092193604
1304,3.1228837966918945
1306,1.367289423942566
1307,2.4267001152038574
1309,4.427170276641846
1310,2.5968751907348633
1312,3.521242380142212
1313,1.6758018732070923
1314,4.172236919403076
1315,3.7767717838287354
1316,1.9934720993041992
1320,4.022911548614502
1322,2.723808526992798
1323,3.91420841217041
1324,4.598191738128662
1325,2.4476499557495117
1327,3.692728042602539
1330,3.997891426086426
1331,3.736208200454712
1332,3.2805161476135254
1334,3.4154133796691895
1337,4.259279251098633
1338,3.0059001445770264
1339,4.094766139984131
1340,3.5493857860565186
1343,3.7232298851013184
1347,3.457122802734375
1348,3.8384835720062256
1349,3.9239699840545654
1351,4.160419464111328
1353,3.8702385425567627
1356,3.4972848892211914
1357,3.9099044799804688
1360,4.956584930419922
1362,3.8497061729431152
1363,3.8655571937561035
1364,4.747602939605713
1366,3.2337069511413574
1367,3.9940905570983887
1369,3.450282573699951
1370,3.0818629264831543
1374,2.590592861175537
1375,3.590949773788452
1377,3.492604970932007
1382,2.9916813373565674
1383,2.4616634845733643
1391,2.828997850418091
1392,3.1119894981384277
1393,2.7054760456085205
1394,2.442896604537964
1395,2.302121162414551
1397,2.1303882598876953
1398,2.3528995513916016
1401,2.3507275581359863
1402,2.1595523357391357
1406,1.82405686378479
1411,3.429831027984619
1413,2.6943726539611816
1416,3.3665621280670166
1418,3.5973703861236572
1420,3.343935489654541
1422,2.6748921871185303
1423,3.482405424118042
1424,2.5005745887756348
1425,3.473665237426758
1426,2.4610049724578857
1428,2.6841773986816406
1430,3.9627068042755127
1433,2.9305245876312256
1436,3.944608449935913
1437,3.175187587738037
1439,2.9453585147857666
1440,2.0834298133850098
1441,3.2196123600006104
1442,2.1315901279449463
1445,3.132815361022949
1447,2.1686902046203613
1449,2.94624400138855
1450,3.480358600616455
1451,1.7791260480880737
1452,3.9502878189086914
1454,3.018845319747925
1456,2.6120283603668213
1457,2.289689540863037
1459,2.06270432472229
1460,2.130166530609131
1462,1.736279845237732
1465,1.6289232969284058
1468,3.4758663177490234
1471,3.2092607021331787
1472,3.146333694458008
1475,3.7473015785217285
1477,3.920499086380005
1478,3.579918622970581
1485,3.182368278503418
1490,4.612386226654053
1491,4.392400741577148
1492,3.4596493244171143
1496,3.0619142055511475
1497,3.7979462146759033
1500,2.5545337200164795
1502,4.0449137687683105
1507,3.3108949661254883
1508,3.1998074054718018
1510,3.1051900386810303
1512,2.3241193294525146
1515,1.193529486656189
1516,2.7365071773529053
1518,3.095141649246216
1520,3.1475627422332764
1522,3.1736886501312256
1526,3.14507794380188
1528,3.4912185668945312
1529,1.8724939823150635
1530,1.820992112159729
1533,3.7523460388183594
1537,2.8731796741485596
1539,3.2990636825561523
1540,3.192713975906372
1542,3.929749011993408
1543,3.401339292526245
1544,3.4489264488220215
1546,3.7551028728485107
1548,3.253575325012207
1554,3.4801673889160156
1555,4.255331039428711
1556,2.4556870460510254
1560,3.5403823852539062
